GenderID,TimeID,AgeID,RaceEthnicityID,RegionID,Year,Region,Race or Ethnicity,Sex,Age Group,Firearm Deaths,Alcohol-Related Deaths,Suicide Deaths
1,FALSE,8,3,1,2015,NYC,Asian/ Pacific Islander,Female,85+,0,3,1
2,FALSE,8,3,1,2015,NYC,Asian/ Pacific Islander,Male,85+,0,3,1
1,FALSE,FALSE,3,1,2015,NYC,Asian/ Pacific Islander,Female,<1,0,0,0
2,FALSE,FALSE,3,1,2015,NYC,Asian/ Pacific Islander,Male,<1,0,0,0
1,FALSE,FALSE,3,1,2015,NYC,Asian/ Pacific Islander,Female,Total,0,29,34
2,FALSE,FALSE,3,1,2015,NYC,Asian/ Pacific Islander,Male,Total,8,79,34
1,FALSE,FALSE,1,1,2015,NYC,White Non Hispanic,Female,9-Jan,0,0,0
2,FALSE,FALSE,1,1,2015,NYC,White Non Hispanic,Male,9-Jan,0,0,0
1,FALSE,FALSE,1,1,2015,NYC,White Non Hispanic,Female,19-Oct,0,2,0
2,FALSE,FALSE,1,1,2015,NYC,White Non Hispanic,Male,19-Oct,0,0,0
1,FALSE,1,1,1,2015,NYC,White Non Hispanic,Female,20-24,0,1,3
2,FALSE,1,1,1,2015,NYC,White Non Hispanic,Male,20-24,0,5,3
1,FALSE,2,1,1,2015,NYC,White Non Hispanic,Female,25-34,0,7,8
2,FALSE,2,1,1,2015,NYC,White Non Hispanic,Male,25-34,5,11,17
1,FALSE,3,1,1,2015,NYC,White Non Hispanic,Female,35-44,2,14,15
2,FALSE,3,1,1,2015,NYC,White Non Hispanic,Male,35-44,5,53,26
1,FALSE,4,1,1,2015,NYC,White Non Hispanic,Female,45-54,1,22,19
2,FALSE,4,1,1,2015,NYC,White Non Hispanic,Male,45-54,6,119,38
1,FALSE,5,1,1,2015,NYC,White Non Hispanic,Female,55-64,0,41,20
2,FALSE,5,1,1,2015,NYC,White Non Hispanic,Male,55-64,7,164,42
1,FALSE,6,1,1,2015,NYC,White Non Hispanic,Female,65-74,1,36,16
2,FALSE,6,1,1,2015,NYC,White Non Hispanic,Male,65-74,10,90,27
1,FALSE,7,1,1,2015,NYC,White Non Hispanic,Female,75-84,0,27,3
2,FALSE,7,1,1,2015,NYC,White Non Hispanic,Male,75-84,1,45,17
1,FALSE,8,1,1,2015,NYC,White Non Hispanic,Female,85+,0,14,3
2,FALSE,8,1,1,2015,NYC,White Non Hispanic,Male,85+,0,18,2
1,FALSE,FALSE,1,1,2015,NYC,White Non Hispanic,Female,<1,0,0,0
2,FALSE,FALSE,1,1,2015,NYC,White Non Hispanic,Male,<1,0,0,0
1,FALSE,FALSE,1,1,2015,NYC,White Non Hispanic,Female,Total,4,164,87
2,FALSE,FALSE,1,1,2015,NYC,White Non Hispanic,Male,Total,34,505,172
1,FALSE,FALSE,2,2,2015,ROS,Black Non Hispanic,Female,9-Jan,1,0,0
2,FALSE,FALSE,2,2,2015,ROS,Black Non Hispanic,Male,9-Jan,0,0,0
1,FALSE,FALSE,2,2,2015,ROS,Black Non Hispanic,Female,19-Oct,2,0,1
2,FALSE,FALSE,2,2,2015,ROS,Black Non Hispanic,Male,19-Oct,22,0,1
1,FALSE,1,2,2,2015,ROS,Black Non Hispanic,Female,20-24,0,1,1
2,FALSE,1,2,2,2015,ROS,Black Non Hispanic,Male,20-24,24,0,7
1,FALSE,2,2,2,2015,ROS,Black Non Hispanic,Female,25-34,0,6,2
2,FALSE,2,2,2,2015,ROS,Black Non Hispanic,Male,25-34,43,7,10
1,FALSE,3,2,2,2015,ROS,Black Non Hispanic,Female,35-44,1,8,0
2,FALSE,3,2,2,2015,ROS,Black Non Hispanic,Male,35-44,17,11,12
1,FALSE,4,2,2,2015,ROS,Black Non Hispanic,Female,45-54,1,18,1
2,FALSE,4,2,2,2015,ROS,Black Non Hispanic,Male,45-54,4,34,7
1,FALSE,5,2,2,2015,ROS,Black Non Hispanic,Female,55-64,0,14,2
2,FALSE,5,2,2,2015,ROS,Black Non Hispanic,Male,55-64,3,34,3
1,FALSE,6,2,2,2015,ROS,Black Non Hispanic,Female,65-74,0,13,1
2,FALSE,6,2,2,2015,ROS,Black Non Hispanic,Male,65-74,3,27,2
1,FALSE,7,2,2,2015,ROS,Black Non Hispanic,Female,75-84,0,7,0
2,FALSE,7,2,2,2015,ROS,Black Non Hispanic,Male,75-84,0,11,0
1,FALSE,8,2,2,2015,ROS,Black Non Hispanic,Female,85+,0,1,0
2,FALSE,8,2,2,2015,ROS,Black Non Hispanic,Male,85+,1,3,1
1,FALSE,FALSE,2,2,2015,ROS,Black Non Hispanic,Female,<1,0,0,0
2,FALSE,FALSE,2,2,2015,ROS,Black Non Hispanic,Male,<1,0,0,0
1,FALSE,FALSE,2,2,2015,ROS,Black Non Hispanic,Female,Total,5,68,8
2,FALSE,FALSE,2,2,2015,ROS,Black Non Hispanic,Male,Total,117,127,43
1,FALSE,FALSE,4,2,2015,ROS,Hispanic,Female,9-Jan,0,0,0
2,FALSE,FALSE,4,2,2015,ROS,Hispanic,Male,9-Jan,0,0,0
1,FALSE,FALSE,4,2,2015,ROS,Hispanic,Female,19-Oct,0,1,3
2,FALSE,FALSE,4,2,2015,ROS,Hispanic,Male,19-Oct,1,1,2
1,FALSE,1,4,2,2015,ROS,Hispanic,Female,20-24,2,0,3
2,FALSE,1,4,2,2015,ROS,Hispanic,Male,20-24,6,1,4
1,FALSE,2,4,2,2015,ROS,Hispanic,Female,25-34,1,1,1
2,FALSE,2,4,2,2015,ROS,Hispanic,Male,25-34,9,13,10
1,FALSE,3,4,2,2015,ROS,Hispanic,Female,35-44,0,5,0
2,FALSE,3,4,2,2015,ROS,Hispanic,Male,35-44,2,19,5
1,FALSE,4,4,2,2015,ROS,Hispanic,Female,45-54,0,5,2
2,FALSE,4,4,2,2015,ROS,Hispanic,Male,45-54,0,32,4
1,FALSE,5,4,2,2015,ROS,Hispanic,Female,55-64,0,12,0
2,FALSE,5,4,2,2015,ROS,Hispanic,Male,55-64,2,27,7
1,FALSE,6,4,2,2015,ROS,Hispanic,Female,65-74,0,7,0
2,FALSE,6,4,2,2015,ROS,Hispanic,Male,65-74,1,16,2
1,FALSE,7,4,2,2015,ROS,Hispanic,Female,75-84,0,4,0
2,FALSE,7,4,2,2015,ROS,Hispanic,Male,75-84,1,8,2
1,FALSE,8,4,2,2015,ROS,Hispanic,Female,85+,0,1,0
2,FALSE,8,4,2,2015,ROS,Hispanic,Male,85+,0,2,0
1,FALSE,FALSE,4,2,2015,ROS,Hispanic,Female,<1,0,0,0
2,FALSE,FALSE,4,2,2015,ROS,Hispanic,Male,<1,0,0,0
1,FALSE,FALSE,4,2,2015,ROS,Hispanic,Female,Total,3,36,9
2,FALSE,FALSE,4,2,2015,ROS,Hispanic,Male,Total,22,119,36
1,FALSE,FALSE,5,2,2015,ROS,Other,Female,9-Jan,0,0,0
2,FALSE,FALSE,5,2,2015,ROS,Other,Male,9-Jan,0,0,0
1,FALSE,FALSE,5,2,2015,ROS,Other,Female,19-Oct,0,0,0
2,FALSE,FALSE,5,2,2015,ROS,Other,Male,19-Oct,0,0,1
2,FALSE,1,5,2,2015,ROS,Other,Male,20-24,0,0,0
1,FALSE,2,5,2,2015,ROS,Other,Female,25-34,0,0,0
2,FALSE,2,5,2,2015,ROS,Other,Male,25-34,1,0,2
1,FALSE,3,5,2,2015,ROS,Other,Female,35-44,0,1,2
2,FALSE,3,5,2,2015,ROS,Other,Male,35-44,2,0,1
1,FALSE,4,5,2,2015,ROS,Other,Female,45-54,0,3,1
2,FALSE,4,5,2,2015,ROS,Other,Male,45-54,1,7,0
1,FALSE,5,5,2,2015,ROS,Other,Female,55-64,0,2,2
2,FALSE,5,5,2,2015,ROS,Other,Male,55-64,1,6,0
1,FALSE,6,5,2,2015,ROS,Other,Female,65-74,0,1,0
2,FALSE,6,5,2,2015,ROS,Other,Male,65-74,0,3,1
1,FALSE,7,5,2,2015,ROS,Other,Female,75-84,0,0,0
2,FALSE,7,5,2,2015,ROS,Other,Male,75-84,0,0,0
1,FALSE,8,5,2,2015,ROS,Other,Female,85+,0,0,0
2,FALSE,8,5,2,2015,ROS,Other,Male,85+,0,0,0
1,FALSE,FALSE,5,2,2015,ROS,Other,Female,<1,0,0,0
2,FALSE,FALSE,5,2,2015,ROS,Other,Male,<1,0,0,0
1,FALSE,FALSE,5,2,2015,ROS,Other,Female,Total,0,7,5
2,FALSE,FALSE,5,2,2015,ROS,Other,Male,Total,5,16,5
1,FALSE,FALSE,3,2,2015,ROS,Asian/ Pacific Islander,Female,9-Jan,0,0,0
2,FALSE,FALSE,3,2,2015,ROS,Asian/ Pacific Islander,Male,9-Jan,0,0,0
1,FALSE,FALSE,3,2,2015,ROS,Asian/ Pacific Islander,Female,19-Oct,0,0,0
2,FALSE,FALSE,3,2,2015,ROS,Asian/ Pacific Islander,Male,19-Oct,0,0,1
1,FALSE,1,3,2,2015,ROS,Asian/ Pacific Islander,Female,20-24,0,0,1
2,FALSE,1,3,2,2015,ROS,Asian/ Pacific Islander,Male,20-24,2,0,5
1,FALSE,2,3,2,2015,ROS,Asian/ Pacific Islander,Female,25-34,0,1,2
2,FALSE,2,3,2,2015,ROS,Asian/ Pacific Islander,Male,25-34,1,0,1
1,FALSE,3,3,2,2015,ROS,Asian/ Pacific Islander,Female,35-44,0,2,1
2,FALSE,3,3,2,2015,ROS,Asian/ Pacific Islander,Male,35-44,0,3,2
1,FALSE,4,3,2,2015,ROS,Asian/ Pacific Islander,Female,45-54,0,2,0
2,FALSE,4,3,2,2015,ROS,Asian/ Pacific Islander,Male,45-54,2,12,5
1,FALSE,5,3,2,2015,ROS,Asian/ Pacific Islander,Female,55-64,0,1,5
2,FALSE,5,3,2,2015,ROS,Asian/ Pacific Islander,Male,55-64,0,5,4
1,FALSE,6,3,2,2015,ROS,Asian/ Pacific Islander,Female,65-74,0,3,0
2,FALSE,6,3,2,2015,ROS,Asian/ Pacific Islander,Male,65-74,0,7,2
1,FALSE,7,3,2,2015,ROS,Asian/ Pacific Islander,Female,75-84,0,3,0
2,FALSE,7,3,2,2015,ROS,Asian/ Pacific Islander,Male,75-84,0,1,0
1,FALSE,8,3,2,2015,ROS,Asian/ Pacific Islander,Female,85+,0,1,0
2,FALSE,8,3,2,2015,ROS,Asian/ Pacific Islander,Male,85+,0,0,0
1,FALSE,FALSE,3,2,2015,ROS,Asian/ Pacific Islander,Female,<1,0,0,0
2,FALSE,FALSE,3,2,2015,ROS,Asian/ Pacific Islander,Male,<1,0,0,0
1,FALSE,FALSE,3,2,2015,ROS,Asian/ Pacific Islander,Female,Total,0,13,9
2,FALSE,FALSE,3,2,2015,ROS,Asian/ Pacific Islander,Male,Total,5,28,20
1,FALSE,FALSE,1,2,2015,ROS,White Non Hispanic,Female,9-Jan,0,0,0
2,FALSE,FALSE,1,2,2015,ROS,White Non Hispanic,Male,9-Jan,0,0,0
1,FALSE,FALSE,1,2,2015,ROS,White Non Hispanic,Female,19-Oct,3,1,11
2,FALSE,FALSE,1,2,2015,ROS,White Non Hispanic,Male,19-Oct,14,4,36
1,FALSE,1,1,2,2015,ROS,White Non Hispanic,Female,20-24,2,3,14
2,FALSE,1,1,2,2015,ROS,White Non Hispanic,Male,20-24,18,19,42
1,FALSE,2,1,2,2015,ROS,White Non Hispanic,Female,25-34,6,23,28
2,FALSE,2,1,2,2015,ROS,White Non Hispanic,Male,25-34,38,64,98
1,FALSE,3,1,2,2015,ROS,White Non Hispanic,Female,35-44,5,42,36
2,FALSE,3,1,2,2015,ROS,White Non Hispanic,Male,35-44,44,124,115
1,FALSE,4,1,2,2015,ROS,White Non Hispanic,Female,45-54,9,142,67
2,FALSE,4,1,2,2015,ROS,White Non Hispanic,Male,45-54,69,305,162
1,FALSE,5,1,2,2015,ROS,White Non Hispanic,Female,55-64,9,177,51
2,FALSE,5,1,2,2015,ROS,White Non Hispanic,Male,55-64,74,522,159
1,FALSE,6,1,2,2015,ROS,White Non Hispanic,Female,65-74,5,129,22
2,FALSE,6,1,2,2015,ROS,White Non Hispanic,Male,65-74,52,323,84
1,FALSE,7,1,2,2015,ROS,White Non Hispanic,Female,75-84,3,115,10
2,FALSE,7,1,2,2015,ROS,White Non Hispanic,Male,75-84,26,169,43
1,FALSE,8,1,2,2015,ROS,White Non Hispanic,Female,85+,1,45,6
2,FALSE,8,1,2,2015,ROS,White Non Hispanic,Male,85+,15,57,24
1,FALSE,FALSE,1,2,2015,ROS,White Non Hispanic,Female,<1,0,0,0
2,FALSE,FALSE,1,2,2015,ROS,White Non Hispanic,Male,<1,1,0,0
1,FALSE,FALSE,1,2,2015,ROS,White Non Hispanic,Female,Total,43,677,245
2,FALSE,FALSE,1,2,2015,ROS,White Non Hispanic,Male,Total,351,"1,587",763
1,8,2,2,1,2014,NYC,Black Non Hispanic,Female,25-34,0,0,0
2,8,1,4,1,2014,NYC,Hispanic,Male,20-24,62,11,22
1,8,2,4,1,2014,NYC,Hispanic,Female,25-34,4,23,30
2,8,2,4,1,2014,NYC,Hispanic,Male,25-34,67,53,76
1,8,3,4,1,2014,NYC,Hispanic,Female,35-44,3,35,19
2,8,1,2,2,2014,ROS,Black Non Hispanic,Male,20-24,0,0,0
2,8,3,4,1,2014,NYC,Hispanic,Male,35-44,36,143,58
1,8,4,4,1,2014,NYC,Hispanic,Female,45-54,1,75,31
2,8,4,4,1,2014,NYC,Hispanic,Male,45-54,31,311,69
1,8,5,4,1,2014,NYC,Hispanic,Female,55-64,2,179,32
2,8,5,4,1,2014,NYC,Hispanic,Male,55-64,12,479,58
1,8,6,4,1,2014,NYC,Hispanic,Female,65-74,1,99,13
2,8,6,4,1,2014,NYC,Hispanic,Male,65-74,9,293,35
1,8,7,4,1,2014,NYC,Hispanic,Female,75-84,0,90,7
2,8,7,4,1,2014,NYC,Hispanic,Male,75-84,2,94,15
1,8,8,4,1,2014,NYC,Hispanic,Female,85+,0,24,8
2,8,8,4,1,2014,NYC,Hispanic,Male,85+,3,23,10
1,8,FALSE,4,1,2014,NYC,Hispanic,Female,<1,0,0,0
2,8,FALSE,4,1,2014,NYC,Hispanic,Male,<1,0,0,0
1,8,FALSE,4,1,2014,NYC,Hispanic,Female,Total,16,529,158
2,8,FALSE,4,1,2014,NYC,Hispanic,Male,Total,240,"1,411",355
2,8,6,5,1,2014,NYC,Other,Male,65-74,1,0,1
1,8,8,5,1,2014,NYC,Other,Female,85+,0,0,0
2,8,8,5,1,2014,NYC,Other,Male,85+,0,0,0
1,8,FALSE,5,1,2014,NYC,Other,Female,Total,0,0,0
2,8,FALSE,5,1,2014,NYC,Other,Male,Total,1,0,1
2,8,6,1,1,2014,NYC,White Non Hispanic,Male,65-74,0,0,0
2,8,7,1,1,2014,NYC,White Non Hispanic,Male,75-84,0,0,0
1,8,8,1,1,2014,NYC,White Non Hispanic,Female,85+,0,0,0
1,8,FALSE,1,1,2014,NYC,White Non Hispanic,Female,Total,0,0,0
2,8,FALSE,1,2,2014,ROS,White Non Hispanic,Male,Total,1,3,4
1,8,FALSE,1,2,2014,ROS,White Non Hispanic,Female,Total,0,0,1
2,8,FALSE,1,2,2014,ROS,White Non Hispanic,Male,<1,0,0,0
2,8,8,1,2,2014,ROS,White Non Hispanic,Male,85+,0,0,0
1,8,8,1,2,2014,ROS,White Non Hispanic,Female,85+,0,0,0
2,8,7,1,2,2014,ROS,White Non Hispanic,Male,75-84,1,0,1
1,8,7,1,2,2014,ROS,White Non Hispanic,Female,75-84,0,0,0
2,8,6,1,2,2014,ROS,White Non Hispanic,Male,65-74,0,0,1
1,8,6,1,2,2014,ROS,White Non Hispanic,Female,65-74,0,0,0
2,8,5,1,2,2014,ROS,White Non Hispanic,Male,55-64,0,1,0
1,8,5,1,2,2014,ROS,White Non Hispanic,Female,55-64,0,0,1
2,8,4,1,2,2014,ROS,White Non Hispanic,Male,45-54,0,2,1
1,8,4,1,2,2014,ROS,White Non Hispanic,Female,45-54,0,0,0
2,8,3,1,2,2014,ROS,White Non Hispanic,Male,35-44,0,0,0
2,8,2,1,2,2014,ROS,White Non Hispanic,Male,25-34,0,0,1
2,8,FALSE,1,2,2014,ROS,White Non Hispanic,Male,9-Jan,0,0,0
2,8,FALSE,3,2,2014,ROS,Asian/ Pacific Islander,Male,Total,0,0,0
1,8,FALSE,3,2,2014,ROS,Asian/ Pacific Islander,Female,Total,0,0,0
2,8,8,3,2,2014,ROS,Asian/ Pacific Islander,Male,85+,0,0,0
1,8,7,3,2,2014,ROS,Asian/ Pacific Islander,Female,75-84,0,0,0
2,8,FALSE,5,2,2014,ROS,Other,Male,Total,0,7,2
1,8,FALSE,5,2,2014,ROS,Other,Female,Total,0,2,0
2,8,FALSE,5,2,2014,ROS,Other,Male,<1,0,0,0
1,8,FALSE,5,2,2014,ROS,Other,Female,<1,0,0,0
2,8,8,5,2,2014,ROS,Other,Male,85+,0,0,0
1,8,8,5,2,2014,ROS,Other,Female,85+,0,0,0
2,8,FALSE,1,1,2014,NYC,White Non Hispanic,Male,Total,0,0,0
2,8,7,5,2,2014,ROS,Other,Male,75-84,0,0,0
1,8,7,5,2,2014,ROS,Other,Female,75-84,0,0,0
2,8,6,5,2,2014,ROS,Other,Male,65-74,0,1,1
1,8,6,5,2,2014,ROS,Other,Female,65-74,0,1,0
2,8,5,5,2,2014,ROS,Other,Male,55-64,0,2,0
1,8,5,5,2,2014,ROS,Other,Female,55-64,0,0,0
2,8,4,5,2,2014,ROS,Other,Male,45-54,0,3,1
1,8,4,5,2,2014,ROS,Other,Female,45-54,0,0,0
2,8,3,5,2,2014,ROS,Other,Male,35-44,0,0,0
2,8,2,5,2,2014,ROS,Other,Male,25-34,0,1,0
1,8,2,5,2,2014,ROS,Other,Female,25-34,0,0,0
1,8,1,5,2,2014,ROS,Other,Female,20-24,0,1,0
2,8,FALSE,4,2,2014,ROS,Hispanic,Male,Total,535,"1,832",861
1,8,FALSE,4,2,2014,ROS,Hispanic,Female,Total,59,783,271
2,8,FALSE,4,2,2014,ROS,Hispanic,Male,<1,0,0,0
1,8,FALSE,4,2,2014,ROS,Hispanic,Female,<1,0,0,0
2,8,8,4,2,2014,ROS,Hispanic,Male,85+,16,58,23
1,8,8,4,2,2014,ROS,Hispanic,Female,85+,2,66,6
2,8,7,4,2,2014,ROS,Hispanic,Male,75-84,24,181,35
1,8,7,4,2,2014,ROS,Hispanic,Female,75-84,1,106,7
2,8,6,4,2,2014,ROS,Hispanic,Male,65-74,56,374,87
1,8,6,4,2,2014,ROS,Hispanic,Female,65-74,6,154,21
2,8,5,4,2,2014,ROS,Hispanic,Male,55-64,87,618,157
1,8,5,4,2,2014,ROS,Hispanic,Female,55-64,9,211,49
2,8,4,4,2,2014,ROS,Hispanic,Male,45-54,100,402,206
1,8,4,4,2,2014,ROS,Hispanic,Female,45-54,14,162,74
2,8,3,4,2,2014,ROS,Hispanic,Male,35-44,63,119,113
1,8,3,4,2,2014,ROS,Hispanic,Female,35-44,4,47,48
2,8,2,4,2,2014,ROS,Hispanic,Male,25-34,93,62,117
1,8,2,4,2,2014,ROS,Hispanic,Female,25-34,14,29,40
2,8,1,4,2,2014,ROS,Hispanic,Male,20-24,70,17,81
1,8,1,4,2,2014,ROS,Hispanic,Female,20-24,7,5,11
2,8,FALSE,4,2,2014,ROS,Hispanic,Male,19-Oct,26,0,41
1,8,FALSE,4,2,2014,ROS,Hispanic,Female,19-Oct,2,3,15
2,8,FALSE,4,2,2014,ROS,Hispanic,Male,9-Jan,0,1,1
1,8,FALSE,4,2,2014,ROS,Hispanic,Female,9-Jan,0,0,0
2,8,FALSE,2,2,2014,ROS,Black Non Hispanic,Male,Total,0,0,0
1,8,FALSE,2,2,2014,ROS,Black Non Hispanic,Female,Total,0,0,0
2,8,8,2,2,2014,ROS,Black Non Hispanic,Male,85+,0,0,0
1,8,8,2,2,2014,ROS,Black Non Hispanic,Female,85+,0,0,0
2,8,7,2,2,2014,ROS,Black Non Hispanic,Male,75-84,0,0,0
1,8,7,2,2,2014,ROS,Black Non Hispanic,Female,75-84,0,0,0
1,8,6,2,2,2014,ROS,Black Non Hispanic,Female,65-74,0,0,0
2,8,5,2,2,2014,ROS,Black Non Hispanic,Male,55-64,0,0,0
1,8,5,2,2,2014,ROS,Black Non Hispanic,Female,55-64,0,0,0
2,8,4,2,2,2014,ROS,Black Non Hispanic,Male,45-54,0,0,0
1,8,4,2,2,2014,ROS,Black Non Hispanic,Female,45-54,0,0,0
2,8,3,2,2,2014,ROS,Black Non Hispanic,Male,35-44,0,0,0
2,8,2,2,2,2014,ROS,Black Non Hispanic,Male,25-34,0,0,0
2,8,FALSE,2,2,2014,ROS,Black Non Hispanic,Male,19-Oct,0,0,0
1,8,FALSE,4,1,2014,NYC,Hispanic,Female,9-Jan,0,0,0
2,8,FALSE,4,1,2014,NYC,Hispanic,Male,9-Jan,0,0,1
1,8,FALSE,4,1,2014,NYC,Hispanic,Female,19-Oct,2,1,11
2,8,FALSE,4,1,2014,NYC,Hispanic,Male,19-Oct,18,4,11
1,8,1,4,1,2014,NYC,Hispanic,Female,20-24,3,3,7
1,8,FALSE,2,1,2014,NYC,Black Non Hispanic,Female,Total,0,0,0
1,8,3,2,1,2014,NYC,Black Non Hispanic,Female,35-44,0,0,0
1,7,FALSE,4,2,2013,ROS,Hispanic,Female,9-Jan,0,0,0
1,7,6,2,1,2013,NYC,Black Non Hispanic,Female,65-74,0,0,0
1,7,FALSE,2,1,2013,NYC,Black Non Hispanic,Female,Total,0,0,0
1,7,FALSE,4,1,2013,NYC,Hispanic,Female,9-Jan,0,0,1
2,7,FALSE,4,1,2013,NYC,Hispanic,Male,9-Jan,2,0,0
1,7,FALSE,4,1,2013,NYC,Hispanic,Female,19-Oct,1,3,7
2,7,FALSE,4,1,2013,NYC,Hispanic,Male,19-Oct,21,1,16
1,7,1,4,1,2013,NYC,Hispanic,Female,20-24,3,2,9
2,7,1,4,1,2013,NYC,Hispanic,Male,20-24,43,4,19
1,7,2,4,1,2013,NYC,Hispanic,Female,25-34,3,22,20
2,7,2,4,1,2013,NYC,Hispanic,Male,25-34,78,46,74
1,7,3,4,1,2013,NYC,Hispanic,Female,35-44,2,35,24
2,7,3,4,1,2013,NYC,Hispanic,Male,35-44,40,131,66
1,7,4,4,1,2013,NYC,Hispanic,Female,45-54,5,114,23
2,7,4,4,1,2013,NYC,Hispanic,Male,45-54,22,349,63
1,7,5,4,1,2013,NYC,Hispanic,Female,55-64,2,162,29
2,7,5,4,1,2013,NYC,Hispanic,Male,55-64,12,456,53
1,7,6,4,1,2013,NYC,Hispanic,Female,65-74,0,101,13
2,7,6,4,1,2013,NYC,Hispanic,Male,65-74,7,279,44
1,7,7,4,1,2013,NYC,Hispanic,Female,75-84,0,63,10
2,7,7,4,1,2013,NYC,Hispanic,Male,75-84,5,106,24
1,7,8,4,1,2013,NYC,Hispanic,Female,85+,0,32,3
2,7,8,4,1,2013,NYC,Hispanic,Male,85+,3,28,11
1,7,FALSE,4,1,2013,NYC,Hispanic,Female,<1,0,0,0
2,7,FALSE,4,1,2013,NYC,Hispanic,Male,<1,0,0,0
1,7,FALSE,4,1,2013,NYC,Hispanic,Female,Total,16,534,139
2,7,FALSE,4,1,2013,NYC,Hispanic,Male,Total,233,"1,400",370
2,7,7,5,1,2013,NYC,Other,Male,75-84,0,0,0
2,7,FALSE,5,1,2013,NYC,Other,Male,Total,0,0,0
1,7,6,1,1,2013,NYC,White Non Hispanic,Female,65-74,0,0,0
2,7,6,1,1,2013,NYC,White Non Hispanic,Male,65-74,0,0,0
2,7,8,1,1,2013,NYC,White Non Hispanic,Male,85+,0,0,0
1,7,FALSE,1,1,2013,NYC,White Non Hispanic,Female,Total,0,0,0
2,7,FALSE,1,1,2013,NYC,White Non Hispanic,Male,Total,0,0,0
2,7,3,2,2,2013,ROS,Black Non Hispanic,Male,35-44,0,0,0
1,7,4,2,2,2013,ROS,Black Non Hispanic,Female,45-54,0,0,0
2,7,4,2,2,2013,ROS,Black Non Hispanic,Male,45-54,0,1,0
1,7,5,2,2,2013,ROS,Black Non Hispanic,Female,55-64,0,0,0
2,7,5,2,2,2013,ROS,Black Non Hispanic,Male,55-64,0,0,1
1,7,6,2,2,2013,ROS,Black Non Hispanic,Female,65-74,0,0,0
1,7,7,2,2,2013,ROS,Black Non Hispanic,Female,75-84,0,0,0
2,7,7,2,2,2013,ROS,Black Non Hispanic,Male,75-84,0,1,0
1,7,8,2,2,2013,ROS,Black Non Hispanic,Female,85+,0,0,0
1,7,FALSE,2,2,2013,ROS,Black Non Hispanic,Female,Total,0,0,0
2,7,FALSE,2,2,2013,ROS,Black Non Hispanic,Male,Total,0,2,1
2,7,FALSE,4,2,2013,ROS,Hispanic,Male,9-Jan,1,0,1
1,7,FALSE,4,2,2013,ROS,Hispanic,Female,19-Oct,0,0,16
2,7,FALSE,4,2,2013,ROS,Hispanic,Male,19-Oct,26,4,33
1,7,1,4,2,2013,ROS,Hispanic,Female,20-24,7,2,17
2,7,1,4,2,2013,ROS,Hispanic,Male,20-24,63,16,65
1,7,2,4,2,2013,ROS,Hispanic,Female,25-34,10,18,32
2,7,2,4,2,2013,ROS,Hispanic,Male,25-34,83,77,125
1,7,3,4,2,2013,ROS,Hispanic,Female,35-44,9,62,35
2,7,3,4,2,2013,ROS,Hispanic,Male,35-44,60,132,119
1,7,4,4,2,2013,ROS,Hispanic,Female,45-54,17,177,64
2,7,4,4,2,2013,ROS,Hispanic,Male,45-54,102,417,206
1,7,5,4,2,2013,ROS,Hispanic,Female,55-64,11,208,69
2,7,5,4,2,2013,ROS,Hispanic,Male,55-64,80,614,152
1,7,6,4,2,2013,ROS,Hispanic,Female,65-74,3,159,13
2,7,6,4,2,2013,ROS,Hispanic,Male,65-74,48,319,89
1,7,7,4,2,2013,ROS,Hispanic,Female,75-84,3,124,7
2,7,7,4,2,2013,ROS,Hispanic,Male,75-84,40,162,53
1,7,8,4,2,2013,ROS,Hispanic,Female,85+,5,47,6
2,7,8,4,2,2013,ROS,Hispanic,Male,85+,10,62,20
1,7,FALSE,4,2,2013,ROS,Hispanic,Female,<1,0,0,0
2,7,FALSE,4,2,2013,ROS,Hispanic,Male,<1,0,0,0
1,7,FALSE,4,2,2013,ROS,Hispanic,Female,Total,65,797,259
2,7,FALSE,4,2,2013,ROS,Hispanic,Male,Total,513,"1,803",863
2,7,2,5,2,2013,ROS,Other,Male,25-34,0,0,0
2,7,3,5,2,2013,ROS,Other,Male,35-44,0,0,0
1,7,4,5,2,2013,ROS,Other,Female,45-54,0,0,0
2,7,4,5,2,2013,ROS,Other,Male,45-54,0,2,0
1,7,5,5,2,2013,ROS,Other,Female,55-64,0,0,0
2,7,5,5,2,2013,ROS,Other,Male,55-64,0,0,1
1,7,6,5,2,2013,ROS,Other,Female,65-74,0,0,0
2,7,6,5,2,2013,ROS,Other,Male,65-74,0,1,0
2,7,FALSE,1,2,2013,ROS,White Non Hispanic,Male,Total,0,3,1
1,7,FALSE,1,2,2013,ROS,White Non Hispanic,Female,Total,0,2,0
2,7,FALSE,1,2,2013,ROS,White Non Hispanic,Male,<1,0,0,0
1,7,FALSE,1,2,2013,ROS,White Non Hispanic,Female,<1,0,0,0
2,7,8,1,2,2013,ROS,White Non Hispanic,Male,85+,0,0,0
1,7,8,1,2,2013,ROS,White Non Hispanic,Female,85+,0,0,0
2,7,7,1,2,2013,ROS,White Non Hispanic,Male,75-84,0,0,0
1,7,7,1,2,2013,ROS,White Non Hispanic,Female,75-84,0,1,0
2,7,6,1,2,2013,ROS,White Non Hispanic,Male,65-74,0,1,0
1,7,6,1,2,2013,ROS,White Non Hispanic,Female,65-74,0,0,0
